Nama Produk,SKU Induk,Bulan,Tahun,Total_Terjual,Total_Transaksi,Rata_Harga,Total_Diskon,Ada_Event,Lag_1,Lag_2,Rolling_Mean_3,Produk_Encoded,Lag_3,Rolling_Mean_6,Tren,Kategori,Kategori_Encoded
Celana Kulot Wanita Korean Style Murah,CEL-085,12,2024,0.0,0.0,176920.2380952381,0.0,0.0,12.0,0.0,5.0,12,3.0,5.0,12.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,1,2024,3.0,2.0,232800.0,268500.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,2,2024,0.0,0.0,231442.85714285713,0.0,0.0,3.0,0.0,3.0,13,0.0,3.0,3.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,3,2024,8.0,2.0,279600.0,251200.0,0.0,0.0,3.0,1.5,13,0.0,1.5,-3.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,4,2024,0.0,0.0,231442.85714285713,0.0,0.0,8.0,0.0,3.6666666666666665,13,3.0,3.6666666666666665,8.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,5,2024,1.0,1.0,197600.0,113400.0,0.0,0.0,8.0,2.6666666666666665,13,0.0,2.75,-8.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,6,2024,10.0,2.0,228900.0,821000.0,1.0,1.0,0.0,3.0,13,8.0,2.4,1.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,7,2024,2.0,1.0,216100.0,189800.0,0.0,10.0,1.0,3.6666666666666665,13,0.0,3.6666666666666665,9.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,8,2024,0.0,0.0,231442.85714285713,0.0,0.0,2.0,10.0,4.333333333333333,13,1.0,3.5,-8.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,9,2024,2.0,1.0,219300.0,183400.0,0.0,0.0,2.0,4.0,13,10.0,3.5,-2.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,10,2024,5.0,2.0,245800.0,292100.0,1.0,2.0,0.0,1.3333333333333333,13,2.0,2.5,2.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,11,2024,0.0,0.0,231442.85714285713,0.0,0.0,5.0,2.0,2.3333333333333335,13,0.0,3.3333333333333335,3.0,Celana,2
Celana Kulot Wanita Motif Bunga Elegan,CEL-038,12,2024,0.0,0.0,231442.85714285713,0.0,0.0,0.0,5.0,2.3333333333333335,13,2.0,3.1666666666666665,-5.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,1,2024,0.0,0.0,87818.75,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,2,2024,5.0,2.0,96200.0,88600.0,1.0,0.0,0.0,0.0,14,0.0,0.0,0.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,3,2024,5.0,1.0,89800.0,111000.0,0.0,5.0,0.0,2.5,14,0.0,2.5,5.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,4,2024,5.0,1.0,67900.0,220500.0,1.0,5.0,5.0,3.3333333333333335,14,0.0,3.3333333333333335,0.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,5,2024,3.0,1.0,75800.0,108600.0,1.0,5.0,5.0,5.0,14,5.0,3.75,0.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,6,2024,4.0,1.0,96100.0,63600.0,0.0,3.0,5.0,4.333333333333333,14,5.0,3.6,-2.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,7,2024,0.0,0.0,87818.75,0.0,0.0,4.0,3.0,4.0,14,5.0,3.6666666666666665,1.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,8,2024,5.0,1.0,98900.0,65500.0,0.0,0.0,4.0,2.3333333333333335,14,3.0,3.6666666666666665,-4.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,9,2024,3.0,1.0,99200.0,38400.0,0.0,5.0,0.0,3.0,14,4.0,3.6666666666666665,5.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,10,2024,0.0,0.0,87818.75,0.0,0.0,3.0,5.0,2.6666666666666665,14,0.0,3.3333333333333335,-2.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,11,2024,2.0,2.0,78650.0,66700.0,1.0,0.0,3.0,2.6666666666666665,14,5.0,2.5,-3.0,Celana,2
Celana Kulot Wanita Motif Bunga Murah,CEL-081,12,2024,0.0,0.0,87818.75,0.0,0.0,2.0,0.0,1.6666666666666667,14,3.0,2.3333333333333335,2.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,1,2024,19.0,5.0,294200.0,1487800.0,1.0,0.0,0.0,0.0,15,0.0,0.0,0.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,2,2024,5.0,1.0,323400.0,263000.0,1.0,19.0,0.0,19.0,15,0.0,19.0,19.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,3,2024,6.0,2.0,289600.0,518400.0,1.0,5.0,19.0,12.0,15,0.0,12.0,-14.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,4,2024,12.0,3.0,270466.6666666667,1159800.0,1.0,6.0,5.0,10.0,15,19.0,10.0,1.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,5,2024,10.0,2.0,269200.0,1068000.0,1.0,12.0,6.0,7.666666666666667,15,5.0,10.5,6.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,6,2024,1.0,1.0,349700.0,26300.0,0.0,10.0,12.0,9.333333333333334,15,6.0,10.4,-2.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,7,2024,2.0,1.0,281700.0,188600.0,0.0,1.0,10.0,7.666666666666667,15,12.0,8.833333333333334,-9.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,8,2024,4.0,1.0,321300.0,218800.0,0.0,2.0,1.0,4.333333333333333,15,10.0,6.0,1.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,9,2024,0.0,0.0,300218.1818181819,0.0,0.0,4.0,2.0,2.3333333333333335,15,1.0,5.833333333333333,2.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,10,2024,12.0,3.0,308533.3333333333,729200.0,1.0,0.0,4.0,2.0,15,2.0,4.833333333333333,-4.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,11,2024,4.0,1.0,351000.0,100000.0,0.0,12.0,0.0,5.333333333333333,15,4.0,4.833333333333333,12.0,Celana,2
Celana Kulot Wanita Rajut Terbaru,CEL-001,12,2024,2.0,1.0,243300.0,265400.0,0.0,4.0,12.0,5.333333333333333,15,0.0,3.8333333333333335,-8.0,Celana,2
Crop Top Wanita Basic Bahan Adem,CRO-027,1,2024,0.0,0.0,208321.42857142858,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,2,2024,0.0,0.0,208321.42857142858,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,3,2024,0.0,0.0,208321.42857142858,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,4,2024,2.0,1.0,194700.0,148600.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,5,2024,0.0,0.0,208321.42857142858,0.0,0.0,2.0,0.0,0.6666666666666666,16,0.0,0.5,2.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,6,2024,0.0,0.0,208321.42857142858,0.0,0.0,0.0,2.0,0.6666666666666666,16,0.0,0.4,-2.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,7,2024,13.0,4.0,202750.0,886700.0,1.0,0.0,0.0,0.6666666666666666,16,2.0,0.3333333333333333,0.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,8,2024,1.0,1.0,208000.0,61000.0,0.0,13.0,0.0,4.333333333333333,16,0.0,2.5,13.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,9,2024,4.0,2.0,175850.0,372600.0,0.0,1.0,13.0,4.666666666666667,16,0.0,2.6666666666666665,-12.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,10,2024,13.0,4.0,211600.0,688200.0,1.0,4.0,1.0,6.0,16,13.0,3.3333333333333335,3.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,11,2024,6.0,2.0,226650.0,242000.0,1.0,13.0,4.0,6.0,16,1.0,5.166666666666667,9.0,Crop,3
Crop Top Wanita Basic Bahan Adem,CRO-027,12,2024,1.0,1.0,238700.0,30300.0,1.0,6.0,13.0,7.666666666666667,16,4.0,6.166666666666667,-7.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,1,2024,3.0,1.0,155300.0,29100.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,2,2024,2.0,1.0,106000.0,118000.0,0.0,3.0,0.0,3.0,17,0.0,3.0,3.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,3,2024,13.0,4.0,136175.0,274100.0,1.0,2.0,3.0,2.5,17,0.0,2.5,-1.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,4,2024,4.0,1.0,107900.0,228400.0,0.0,13.0,2.0,6.0,17,3.0,6.0,11.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,5,2024,7.0,2.0,127750.0,233900.0,1.0,4.0,13.0,6.333333333333333,17,2.0,5.5,-9.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,6,2024,10.0,2.0,113250.0,517500.0,1.0,7.0,4.0,8.0,17,13.0,5.8,3.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,7,2024,0.0,0.0,125477.5,0.0,0.0,10.0,7.0,7.0,17,4.0,6.5,3.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,8,2024,10.0,2.0,125600.0,394000.0,1.0,0.0,10.0,5.666666666666667,17,7.0,6.0,-10.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,9,2024,2.0,1.0,148600.0,32800.0,0.0,10.0,0.0,6.666666666666667,17,10.0,7.333333333333333,10.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,10,2024,0.0,0.0,125477.5,0.0,0.0,2.0,10.0,4.0,17,0.0,5.5,-8.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,11,2024,3.0,1.0,109800.0,165600.0,0.0,0.0,2.0,4.0,17,10.0,4.833333333333333,-2.0,Crop,3
Crop Top Wanita Korean Style Elegan,CRO-058,12,2024,1.0,1.0,124400.0,40600.0,1.0,3.0,0.0,1.6666666666666667,17,2.0,4.166666666666667,3.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,1,2024,0.0,0.0,203022.22222222222,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,2,2024,0.0,0.0,203022.22222222222,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,3,2024,5.0,2.0,235150.0,100700.0,1.0,0.0,0.0,0.0,18,0.0,0.0,0.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,4,2024,7.0,2.0,181000.0,554500.0,1.0,5.0,0.0,1.6666666666666667,18,0.0,1.6666666666666667,5.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,5,2024,7.0,3.0,195500.0,458900.0,1.0,7.0,5.0,4.0,18,0.0,3.0,2.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,6,2024,5.0,1.0,236500.0,87500.0,1.0,7.0,7.0,6.333333333333333,18,5.0,3.8,0.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,7,2024,0.0,0.0,203022.22222222222,0.0,0.0,5.0,7.0,6.333333333333333,18,7.0,4.0,-2.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,8,2024,2.0,1.0,156800.0,194400.0,0.0,0.0,5.0,4.0,18,7.0,4.0,-5.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,9,2024,5.0,2.0,194700.0,291100.0,1.0,2.0,0.0,2.3333333333333335,18,5.0,4.333333333333333,2.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,10,2024,5.0,1.0,241100.0,64500.0,1.0,5.0,2.0,2.3333333333333335,18,0.0,4.333333333333333,3.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,11,2024,8.0,2.0,183950.0,560400.0,0.0,5.0,5.0,4.0,18,2.0,4.0,0.0,Crop,3
Crop Top Wanita Motif Bunga Murah,CRO-041,12,2024,7.0,3.0,202500.0,319200.0,1.0,8.0,5.0,6.0,18,5.0,4.166666666666667,3.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,1,2024,0.0,0.0,105085.41666666666,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,2,2024,2.0,2.0,104400.0,67200.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,3,2024,2.0,1.0,115700.0,44600.0,1.0,2.0,0.0,1.0,19,0.0,1.0,2.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,4,2024,0.0,0.0,105085.41666666666,0.0,0.0,2.0,2.0,1.3333333333333333,19,0.0,1.3333333333333333,0.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,5,2024,11.0,3.0,112833.33333333333,303900.0,1.0,0.0,2.0,1.3333333333333333,19,2.0,1.0,-2.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,6,2024,1.0,1.0,95000.0,43000.0,0.0,11.0,0.0,4.333333333333333,19,2.0,3.0,11.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,7,2024,9.0,2.0,98150.0,347300.0,0.0,1.0,11.0,4.0,19,0.0,2.6666666666666665,-10.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,8,2024,6.0,2.0,115600.0,123200.0,0.0,9.0,1.0,7.0,19,11.0,4.166666666666667,8.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,9,2024,0.0,0.0,105085.41666666666,0.0,0.0,6.0,9.0,5.333333333333333,19,1.0,4.833333333333333,-3.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,10,2024,4.0,2.0,98500.0,169400.0,0.0,0.0,6.0,5.0,19,9.0,4.5,-6.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,11,2024,0.0,0.0,105085.41666666666,0.0,0.0,4.0,0.0,3.3333333333333335,19,6.0,5.166666666666667,4.0,Crop,3
Crop Top Wanita Oversize Terbaru,CRO-020,12,2024,10.0,3.0,100500.0,353600.0,1.0,0.0,4.0,1.3333333333333333,19,0.0,3.3333333333333335,-4.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,1,2024,0.0,0.0,77374.07407407409,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,2,2024,12.0,4.0,80250.0,233300.0,1.0,0.0,0.0,0.0,20,0.0,0.0,0.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,3,2024,0.0,0.0,77374.07407407409,0.0,0.0,12.0,0.0,6.0,20,0.0,6.0,12.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,4,2024,10.0,3.0,84566.66666666667,143100.0,1.0,0.0,12.0,4.0,20,0.0,4.0,-12.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,5,2024,3.0,1.0,84800.0,45600.0,1.0,10.0,0.0,7.333333333333333,20,12.0,5.5,10.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,6,2024,2.0,1.0,76500.0,47000.0,1.0,3.0,10.0,4.333333333333333,20,0.0,5.0,-7.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,7,2024,0.0,0.0,77374.07407407409,0.0,0.0,2.0,3.0,5.0,20,10.0,4.5,-1.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,8,2024,5.0,1.0,62200.0,189000.0,0.0,0.0,2.0,1.6666666666666667,20,3.0,4.5,-2.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,9,2024,5.0,1.0,68100.0,159500.0,0.0,5.0,0.0,2.3333333333333335,20,2.0,3.3333333333333335,5.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,10,2024,12.0,3.0,86266.66666666667,164800.0,0.0,5.0,5.0,3.3333333333333335,20,0.0,4.166666666666667,0.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,11,2024,5.0,2.0,70850.0,154700.0,1.0,12.0,5.0,7.333333333333333,20,5.0,4.5,7.0,Crop,3
Crop Top Wanita Slim Fit Import,CRO-024,12,2024,7.0,3.0,82833.33333333333,115100.0,1.0,5.0,12.0,7.333333333333333,20,5.0,4.833333333333333,-7.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,1,2024,1.0,1.0,57700.0,7300.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,2,2024,8.0,3.0,49733.333333333336,101200.0,0.0,1.0,0.0,1.0,21,0.0,1.0,1.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,3,2024,7.0,3.0,51100.0,117700.0,1.0,8.0,1.0,4.5,21,0.0,4.5,7.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,4,2024,5.0,1.0,57600.0,37000.0,1.0,7.0,8.0,5.333333333333333,21,1.0,5.333333333333333,-1.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,5,2024,2.0,1.0,61500.0,7000.0,0.0,5.0,7.0,6.666666666666667,21,8.0,5.25,-2.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,6,2024,0.0,0.0,51978.333333333336,0.0,0.0,2.0,5.0,4.666666666666667,21,7.0,4.6,-3.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,7,2024,14.0,4.0,53050.0,178100.0,1.0,0.0,2.0,2.3333333333333335,21,5.0,3.8333333333333335,-2.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,8,2024,3.0,1.0,50300.0,44100.0,0.0,14.0,0.0,5.333333333333333,21,2.0,6.0,14.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,9,2024,8.0,2.0,46650.0,143900.0,0.0,3.0,14.0,5.666666666666667,21,0.0,5.166666666666667,-11.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,10,2024,2.0,1.0,49200.0,31600.0,0.0,8.0,3.0,8.333333333333334,21,14.0,5.333333333333333,5.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,11,2024,3.0,2.0,42950.0,63900.0,1.0,2.0,8.0,4.333333333333333,21,3.0,4.833333333333333,-6.0,Crop,3
Crop Top Wanita Slim Fit Murah,CRO-094,12,2024,0.0,0.0,51978.333333333336,0.0,0.0,3.0,2.0,4.333333333333333,21,8.0,5.0,1.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,1,2024,7.0,2.0,124450.0,398900.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,2,2024,3.0,1.0,157700.0,66900.0,1.0,7.0,0.0,7.0,22,0.0,7.0,7.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,3,2024,0.0,0.0,142993.75,0.0,0.0,3.0,7.0,5.0,22,0.0,5.0,-4.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,4,2024,0.0,0.0,142993.75,0.0,0.0,0.0,3.0,3.3333333333333335,22,7.0,3.3333333333333335,-3.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,5,2024,2.0,2.0,137600.0,84800.0,0.0,0.0,0.0,1.0,22,3.0,2.5,0.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,6,2024,0.0,0.0,142993.75,0.0,0.0,2.0,0.0,0.6666666666666666,22,0.0,2.4,2.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,7,2024,5.0,1.0,141800.0,191000.0,0.0,0.0,2.0,0.6666666666666666,22,0.0,2.0,-2.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,8,2024,0.0,0.0,142993.75,0.0,0.0,5.0,0.0,2.3333333333333335,22,2.0,1.6666666666666667,5.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,9,2024,2.0,1.0,166100.0,27800.0,0.0,0.0,5.0,1.6666666666666667,22,0.0,1.1666666666666667,-5.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,10,2024,3.0,1.0,133600.0,139200.0,0.0,2.0,0.0,2.3333333333333335,22,5.0,1.5,2.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,11,2024,11.0,4.0,125100.0,559700.0,1.0,3.0,2.0,1.6666666666666667,22,0.0,2.0,1.0,Crop,3
Crop Top Wanita Vintage Bahan Adem,CRO-010,12,2024,4.0,1.0,157600.0,89600.0,0.0,11.0,3.0,5.333333333333333,22,2.0,3.5,8.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,1,2024,4.0,1.0,125200.0,323200.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,2,2024,4.0,1.0,135600.0,281600.0,1.0,4.0,0.0,4.0,23,0.0,4.0,4.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,3,2024,5.0,1.0,132300.0,368500.0,1.0,4.0,4.0,4.0,23,0.0,4.0,0.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,4,2024,7.0,2.0,167250.0,256600.0,0.0,5.0,4.0,4.333333333333333,23,4.0,4.333333333333333,1.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,5,2024,1.0,1.0,126900.0,79100.0,0.0,7.0,5.0,5.333333333333333,23,4.0,5.0,2.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,6,2024,2.0,1.0,195100.0,21800.0,0.0,1.0,7.0,4.333333333333333,23,5.0,4.2,-6.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,7,2024,8.0,2.0,138400.0,532600.0,0.0,2.0,1.0,3.3333333333333335,23,7.0,3.8333333333333335,1.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,8,2024,1.0,1.0,176100.0,29900.0,0.0,8.0,2.0,3.6666666666666665,23,1.0,4.5,6.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,9,2024,0.0,0.0,152151.6666666667,0.0,0.0,1.0,8.0,3.6666666666666665,23,2.0,4.0,-7.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,10,2024,0.0,0.0,152151.6666666667,0.0,0.0,0.0,1.0,3.0,23,8.0,3.1666666666666665,-1.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,11,2024,5.0,3.0,163866.66666666666,258800.0,1.0,0.0,0.0,0.3333333333333333,23,1.0,2.0,0.0,Crop,3
Crop Top Wanita Vintage Murah,CRO-008,12,2024,4.0,1.0,160800.0,180800.0,0.0,5.0,0.0,1.6666666666666667,23,0.0,2.6666666666666665,5.0,Crop,3
Dress Wanita Formal Terbaru,DRE-019,1,2024,3.0,1.0,384700.0,171900.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,1,2024,5.0,1.0,43600.0,12000.0,0.0,3.0,0.0,3.0,24,0.0,3.0,3.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,2,2024,0.0,0.0,159109.375,0.0,0.0,5.0,3.0,4.0,24,0.0,4.0,2.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,2,2024,5.0,1.0,29400.0,83000.0,0.0,0.0,5.0,2.6666666666666665,24,3.0,2.6666666666666665,-5.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,3,2024,0.0,0.0,159109.375,0.0,0.0,5.0,0.0,3.3333333333333335,24,5.0,3.25,5.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,3,2024,5.0,2.0,34200.0,54900.0,0.0,0.0,5.0,1.6666666666666667,24,0.0,2.6,-5.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,4,2024,4.0,2.0,366000.0,304000.0,1.0,5.0,0.0,3.3333333333333335,24,5.0,3.0,5.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,4,2024,2.0,1.0,40200.0,11600.0,0.0,4.0,5.0,3.0,24,0.0,3.1666666666666665,-1.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,5,2024,2.0,1.0,388000.0,108000.0,1.0,2.0,4.0,3.6666666666666665,24,5.0,2.6666666666666665,-2.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,5,2024,0.0,0.0,159109.375,0.0,0.0,2.0,2.0,2.6666666666666665,24,4.0,3.0,0.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,6,2024,0.0,0.0,159109.375,0.0,0.0,0.0,2.0,1.3333333333333333,24,2.0,2.1666666666666665,-2.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,6,2024,0.0,0.0,159109.375,0.0,0.0,0.0,0.0,0.6666666666666666,24,2.0,2.1666666666666665,0.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,7,2024,7.0,3.0,303066.6666666667,988500.0,1.0,0.0,0.0,0.0,24,0.0,1.3333333333333333,0.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,7,2024,3.0,1.0,32800.0,39600.0,0.0,7.0,0.0,2.3333333333333335,24,0.0,1.8333333333333333,7.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,8,2024,0.0,0.0,159109.375,0.0,0.0,3.0,7.0,3.3333333333333335,24,0.0,2.0,-4.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,8,2024,1.0,1.0,43400.0,2600.0,1.0,0.0,3.0,3.3333333333333335,24,7.0,1.6666666666666667,-3.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,9,2024,0.0,0.0,159109.375,0.0,0.0,1.0,0.0,1.3333333333333333,24,3.0,1.8333333333333333,1.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,9,2024,5.0,2.0,36100.0,43200.0,1.0,0.0,1.0,0.3333333333333333,24,0.0,1.8333333333333333,-1.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,10,2024,5.0,3.0,348633.3333333333,517700.0,1.0,5.0,0.0,2.0,24,1.0,2.6666666666666665,5.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,10,2024,2.0,1.0,31800.0,28400.0,1.0,5.0,5.0,3.3333333333333335,24,0.0,2.3333333333333335,0.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,11,2024,9.0,2.0,399950.0,397700.0,1.0,2.0,5.0,4.0,24,5.0,2.1666666666666665,-3.0,Dress,4
